"date","code_post","level_w","snow_height","degree_coverage","tmean","post_9387"
"2011-03-21",9499,102,46,10,"-6.4",44
"2011-03-22",9568,251,46,10,"-12.3",45
"2011-03-22",9386,139,46,10,"-12.3",45
"2011-03-22",9392,150,46,10,"-12.3",45
"2011-03-22",9397,216,46,10,"-12.3",45
"2011-03-22",9393,395,46,10,"-12.3",45
"2011-03-22",9499,102,46,10,"-12.3",45
"2011-03-22",9388,293,46,10,"-12.3",45
"2011-03-22",9390,264,46,10,"-12.3",45
"2011-03-22",9389,80,46,10,"-12.3",45
"2011-03-22",9523,273,46,10,"-12.3",45
"2011-03-23",9499,102,45,10,"-7.4",47
"2011-03-23",9392,150,45,10,"-7.4",47
"2011-03-23",9389,80,45,10,"-7.4",47
"2011-03-23",9523,273,45,10,"-7.4",47
"2011-03-23",9388,293,45,10,"-7.4",47
"2011-03-23",9393,395,45,10,"-7.4",47
"2011-03-23",9568,251,45,10,"-7.4",47
"2011-03-23",9390,265,45,10,"-7.4",47
"2011-03-23",9397,216,45,10,"-7.4",47
"2011-03-23",9386,139,45,10,"-7.4",47
"2011-03-24",9386,139,45,10,"-7.3",47
"2011-03-24",9393,395,45,10,"-7.3",47
"2011-03-24",9499,102,45,10,"-7.3",47
"2011-03-24",9523,273,45,10,"-7.3",47
"2011-03-24",9390,265,45,10,"-7.3",47
"2011-03-24",9397,216,45,10,"-7.3",47
"2011-03-24",9568,252,45,10,"-7.3",47
"2011-03-24",9389,80,45,10,"-7.3",47
"2011-03-24",9388,292,45,10,"-7.3",47
"2011-03-24",9392,150,45,10,"-7.3",47
"2011-03-25",9523,273,44,10,"-0.3",47
"2011-03-25",9386,139,44,10,"-0.3",47
"2011-03-25",9499,102,44,10,"-0.3",47
"2011-03-25",9393,395,44,10,"-0.3",47
"2011-03-25",9389,80,44,10,"-0.3",47
"2011-03-25",9392,150,44,10,"-0.3",47
"2011-03-25",9568,253,44,10,"-0.3",47
"2011-03-25",9388,292,44,10,"-0.3",47
"2011-03-25",9390,265,44,10,"-0.3",47
"2011-03-25",9397,216,44,10,"-0.3",47
"2011-03-26",9523,273,41,10,"3.9",46
"2011-03-26",9386,139,41,10,"3.9",46
"2011-03-26",9397,216,41,10,"3.9",46
"2011-03-26",9392,150,41,10,"3.9",46
"2011-03-26",9499,102,41,10,"3.9",46
"2011-03-26",9568,254,41,10,"3.9",46
"2011-03-26",9389,80,41,10,"3.9",46
"2011-03-26",9388,292,41,10,"3.9",46
"2011-03-26",9393,395,41,10,"3.9",46
"2011-03-26",9390,266,41,10,"3.9",46
"2011-03-27",9393,395,38,10,"5.6",48
"2011-03-27",9392,150,38,10,"5.6",48
"2011-03-27",9386,139,38,10,"5.6",48
"2011-03-27",9388,293,38,10,"5.6",48
"2011-03-27",9523,273,38,10,"5.6",48
"2011-03-27",9568,255,38,10,"5.6",48
"2011-03-27",9389,80,38,10,"5.6",48
"2011-03-27",9499,101,38,10,"5.6",48
"2011-03-27",9390,266,38,10,"5.6",48
"2011-03-27",9397,216,38,10,"5.6",48
"2011-03-28",9393,395,37,10,"-1.1",49
"2011-03-28",9388,293,37,10,"-1.1",49
"2011-03-28",9523,273,37,10,"-1.1",49
"2011-03-28",9386,139,37,10,"-1.1",49
"2011-03-28",9390,266,37,10,"-1.1",49
"2011-03-28",9499,101,37,10,"-1.1",49
"2011-03-28",9568,255,37,10,"-1.1",49
"2011-03-28",9392,150,37,10,"-1.1",49
"2011-03-28",9397,217,37,10,"-1.1",49
"2011-03-28",9389,79,37,10,"-1.1",49
"2011-03-29",9388,294,34,10,"0.4",47
"2011-03-29",9568,255,34,10,"0.4",47
"2011-03-29",9386,139,34,10,"0.4",47
"2011-03-29",9499,101,34,10,"0.4",47
"2011-03-29",9392,150,34,10,"0.4",47
"2011-03-29",9389,79,34,10,"0.4",47
"2011-03-29",9397,217,34,10,"0.4",47
"2011-03-29",9390,267,34,10,"0.4",47
"2011-03-29",9523,273,34,10,"0.4",47
"2011-03-29",9393,395,34,10,"0.4",47
"2011-03-30",9393,395,34,10,"-5.1",47
"2011-03-30",9392,150,34,10,"-5.1",47
"2011-03-30",9499,100,34,10,"-5.1",47
"2011-03-30",9386,139,34,10,"-5.1",47
"2011-03-30",9389,79,34,10,"-5.1",47
"2011-03-30",9388,294,34,10,"-5.1",47
"2011-03-30",9523,272,34,10,"-5.1",47
"2011-03-30",9397,217,34,10,"-5.1",47
"2011-03-30",9568,256,34,10,"-5.1",47
"2011-03-30",9390,267,34,10,"-5.1",47
"2011-03-31",9388,295,34,10,"-5.3",48
"2011-03-31",9568,256,34,10,"-5.3",48
"2011-03-31",9386,139,34,10,"-5.3",48
"2011-03-31",9499,100,34,10,"-5.3",48
"2011-03-31",9523,271,34,10,"-5.3",48
"2011-03-31",9393,395,34,10,"-5.3",48
"2011-03-31",9389,79,34,10,"-5.3",48
"2011-03-31",9390,267,34,10,"-5.3",48
"2011-03-31",9392,150,34,10,"-5.3",48
"2011-03-31",9397,217,34,10,"-5.3",48
"2011-04-01",9389,79,34,10,"-0.8",50
"2011-04-01",9393,395,34,10,"-0.8",50
"2011-04-01",9390,267,34,10,"-0.8",50
"2011-04-01",9392,150,34,10,"-0.8",50
"2011-04-01",9523,269,34,10,"-0.8",50
"2011-04-01",9386,139,34,10,"-0.8",50
"2011-04-01",9397,217,34,10,"-0.8",50
"2011-04-01",9499,99,34,10,"-0.8",50
"2011-04-01",9388,295,34,10,"-0.8",50
"2011-04-01",9568,256,34,10,"-0.8",50
"2011-04-02",9389,79,32,10,"-2.3",51
"2011-04-02",9397,217,32,10,"-2.3",51
"2011-04-02",9388,294,32,10,"-2.3",51
"2011-04-02",9386,139,32,10,"-2.3",51
"2011-04-02",9499,99,32,10,"-2.3",51
"2011-04-02",9393,397,32,10,"-2.3",51
"2011-04-02",9390,267,32,10,"-2.3",51
"2011-04-02",9568,255,32,10,"-2.3",51
"2011-04-02",9523,269,32,10,"-2.3",51
"2011-04-02",9392,149,32,10,"-2.3",51
"2011-04-03",9386,139,36,10,"-0.4",51
"2011-04-03",9389,79,36,10,"-0.4",51
"2011-04-03",9390,267,36,10,"-0.4",51
"2011-04-03",9393,397,36,10,"-0.4",51
"2011-04-03",9388,294,36,10,"-0.4",51
"2011-04-03",9397,217,36,10,"-0.4",51
"2011-04-03",9568,255,36,10,"-0.4",51
"2011-04-03",9523,268,36,10,"-0.4",51
"2011-04-03",9392,149,36,10,"-0.4",51
"2011-04-03",9499,98,36,10,"-0.4",51
"2011-04-04",9389,79,36,10,"-4.1",51
"2011-04-04",9386,139,36,10,"-4.1",51
"2011-04-04",9568,254,36,10,"-4.1",51
"2011-04-04",9393,398,36,10,"-4.1",51
"2011-04-04",9499,97,36,10,"-4.1",51
"2011-04-04",9390,267,36,10,"-4.1",51
"2011-04-04",9392,149,36,10,"-4.1",51
"2011-04-04",9523,267,36,10,"-4.1",51
"2011-04-04",9388,294,36,10,"-4.1",51
"2011-04-04",9397,217,36,10,"-4.1",51
"2011-04-05",9568,254,36,10,"-8",51
"2011-04-05",9397,217,36,10,"-8",51
"2011-04-05",9388,294,36,10,"-8",51
"2011-04-05",9390,267,36,10,"-8",51
"2011-04-05",9386,139,36,10,"-8",51
"2011-04-05",9393,398,36,10,"-8",51
"2011-04-05",9499,96,36,10,"-8",51
"2011-04-05",9523,266,36,10,"-8",51
"2011-04-05",9392,149,36,10,"-8",51
"2011-04-05",9389,79,36,10,"-8",51
"2011-04-06",9523,266,37,10,"-3.6",52
"2011-04-06",9499,96,37,10,"-3.6",52
"2011-04-06",9392,149,37,10,"-3.6",52
"2011-04-06",9388,294,37,10,"-3.6",52
"2011-04-06",9386,139,37,10,"-3.6",52
"2011-04-06",9397,217,37,10,"-3.6",52
"2011-04-06",9568,253,37,10,"-3.6",52
"2011-04-06",9393,399,37,10,"-3.6",52
"2011-04-06",9390,268,37,10,"-3.6",52
"2011-04-06",9389,79,37,10,"-3.6",52
"2011-04-07",9568,253,36,10,"-4.1",51
"2011-04-07",9499,95,36,10,"-4.1",51
"2011-04-07",9390,268,36,10,"-4.1",51
"2011-04-07",9397,217,36,10,"-4.1",51
"2011-04-07",9393,399,36,10,"-4.1",51
"2011-04-07",9386,139,36,10,"-4.1",51
"2011-04-07",9523,266,36,10,"-4.1",51
"2011-04-07",9392,149,36,10,"-4.1",51
"2011-04-07",9388,294,36,10,"-4.1",51
"2011-04-07",9389,78,36,10,"-4.1",51
"2011-04-08",9397,217,38,10,"-10.1",52
"2011-04-08",9393,399,38,10,"-10.1",52
"2011-04-08",9390,268,38,10,"-10.1",52
"2011-04-08",9499,95,38,10,"-10.1",52
"2011-04-08",9523,265,38,10,"-10.1",52
"2011-04-08",9392,149,38,10,"-10.1",52
"2011-04-08",9386,139,38,10,"-10.1",52
"2011-04-08",9568,252,38,10,"-10.1",52
"2011-04-08",9388,294,38,10,"-10.1",52
"2011-04-08",9389,78,38,10,"-10.1",52
"2011-04-09",9523,265,37,10,"-6.6",52
"2011-04-09",9393,400,37,10,"-6.6",52
"2011-04-09",9568,251,37,10,"-6.6",52
"2011-04-09",9389,78,37,10,"-6.6",52
"2011-04-09",9397,217,37,10,"-6.6",52
"2011-04-09",9388,295,37,10,"-6.6",52
"2011-04-09",9392,149,37,10,"-6.6",52
"2011-04-09",9390,268,37,10,"-6.6",52
"2011-04-09",9386,139,37,10,"-6.6",52
"2011-04-09",9499,95,37,10,"-6.6",52
"2011-04-10",9523,264,36,10,"1.1",52
"2011-04-10",9386,139,36,10,"1.1",52
"2011-04-10",9392,149,36,10,"1.1",52
"2011-04-10",9568,251,36,10,"1.1",52
"2011-04-10",9397,217,36,10,"1.1",52
"2011-04-10",9393,401,36,10,"1.1",52
"2011-04-10",9389,78,36,10,"1.1",52
"2011-04-10",9390,268,36,10,"1.1",52
"2011-04-10",9388,295,36,10,"1.1",52
"2011-04-10",9499,95,36,10,"1.1",52
"2011-04-11",9393,402,31,10,"6.2",58
"2011-04-11",9499,95,31,10,"6.2",58
"2011-04-11",9388,295,31,10,"6.2",58
"2011-04-11",9568,252,31,10,"6.2",58
"2011-04-11",9386,139,31,10,"6.2",58
"2011-04-11",9397,217,31,10,"6.2",58
"2011-04-11",9390,268,31,10,"6.2",58
"2011-04-11",9392,149,31,10,"6.2",58
"2011-04-11",9523,264,31,10,"6.2",58
"2011-04-11",9389,79,31,10,"6.2",58
"2011-04-12",9390,268,25,10,"-2.4",63
"2011-04-12",9499,96,25,10,"-2.4",63
"2011-04-12",9568,257,25,10,"-2.4",63
"2011-04-12",9397,218,25,10,"-2.4",63
"2011-04-12",9393,403,25,10,"-2.4",63
"2011-04-12",9389,80,25,10,"-2.4",63
"2011-04-12",9388,295,25,10,"-2.4",63
"2011-04-12",9392,149,25,10,"-2.4",63
"2011-04-12",9386,139,25,10,"-2.4",63
"2011-04-12",9523,264,25,10,"-2.4",63
"2011-04-13",9393,405,28,10,"1.4",63
"2011-04-13",9397,219,28,10,"1.4",63
"2011-04-13",9386,139,28,10,"1.4",63
"2011-04-13",9392,149,28,10,"1.4",63
"2011-04-13",9523,264,28,10,"1.4",63
"2011-04-13",9388,297,28,10,"1.4",63
"2011-04-13",9499,98,28,10,"1.4",63
"2011-04-13",9390,269,28,10,"1.4",63
"2011-04-13",9389,81,28,10,"1.4",63
"2011-04-13",9568,261,28,10,"1.4",63
"2011-04-14",9397,220,24,10,"2.9",63
"2011-04-14",9499,100,24,10,"2.9",63
"2011-04-14",9392,149,24,10,"2.9",63
"2011-04-14",9393,406,24,10,"2.9",63
"2011-04-14",9390,269,24,10,"2.9",63
"2011-04-14",9523,264,24,10,"2.9",63
"2011-04-14",9389,81,24,10,"2.9",63
"2011-04-14",9568,265,24,10,"2.9",63
"2011-04-14",9386,139,24,10,"2.9",63
"2011-04-14",9388,300,24,10,"2.9",63
"2011-04-15",9389,81,22,10,"2.5",63
"2011-04-15",9393,407,22,10,"2.5",63
"2011-04-15",9386,139,22,10,"2.5",63
"2011-04-15",9397,221,22,10,"2.5",63
"2011-04-15",9523,264,22,10,"2.5",63
"2011-04-15",9388,306,22,10,"2.5",63
"2011-04-15",9392,149,22,10,"2.5",63
"2011-04-15",9568,268,22,10,"2.5",63
"2011-04-15",9499,105,22,10,"2.5",63
"2011-04-15",9390,270,22,10,"2.5",63
"2011-04-16",9568,274,22,10,"5.7",61
"2011-04-16",9393,407,22,10,"5.7",61
"2011-04-16",9388,310,22,10,"5.7",61
"2011-04-16",9392,149,22,10,"5.7",61
"2011-04-16",9499,109,22,10,"5.7",61
"2011-04-16",9397,222,22,10,"5.7",61
"2011-04-16",9386,139,22,10,"5.7",61
"2011-04-16",9389,83,22,10,"5.7",61
"2011-04-16",9523,265,22,10,"5.7",61
"2011-04-16",9390,272,22,10,"5.7",61
"2011-04-17",9392,149,18,10,"7.6",63
"2011-04-17",9523,266,18,10,"7.6",63
"2011-04-17",9389,86,18,10,"7.6",63
"2011-04-17",9386,139,18,10,"7.6",63
"2011-04-17",9568,276,18,10,"7.6",63
"2011-04-17",9499,118,18,10,"7.6",63
"2011-04-17",9397,226,18,10,"7.6",63
"2011-04-17",9393,407,18,10,"7.6",63
"2011-04-17",9388,312,18,10,"7.6",63
"2011-04-17",9390,274,18,10,"7.6",63
"2011-04-18",9389,88,15,10,"4.8",65
"2011-04-18",9397,229,15,10,"4.8",65
"2011-04-18",9393,407,15,10,"4.8",65
"2011-04-18",9386,139,15,10,"4.8",65
"2011-04-18",9392,149,15,10,"4.8",65
"2011-04-18",9523,268,15,10,"4.8",65
"2011-04-18",9388,321,15,10,"4.8",65
"2011-04-18",9568,277,15,10,"4.8",65
"2011-04-18",9390,276,15,10,"4.8",65
"2011-04-18",9499,136,15,10,"4.8",65
"2011-04-19",9393,407,13,10,"5.1",69
"2011-04-19",9499,135,13,10,"5.1",69
"2011-04-19",9388,332,13,10,"5.1",69
"2011-04-19",9397,234,13,10,"5.1",69
"2011-04-19",9392,149,13,10,"5.1",69
"2011-04-19",9523,268,13,10,"5.1",69
"2011-04-19",9390,281,13,10,"5.1",69
"2011-04-19",9389,91,13,10,"5.1",69
"2011-04-19",9568,283,13,10,"5.1",69
"2011-04-19",9386,145,13,10,"5.1",69
"2011-04-20",9568,300,9,10,"3.6",80
"2011-04-20",9393,407,9,10,"3.6",80
"2011-04-20",9390,287,9,10,"3.6",80
"2011-04-20",9499,135,9,10,"3.6",80
"2011-04-20",9392,149,9,10,"3.6",80
"2011-04-20",9389,96,9,10,"3.6",80
"2011-04-20",9397,239,9,10,"3.6",80
"2011-04-20",9388,363,9,10,"3.6",80
"2011-04-20",9386,164,9,10,"3.6",80
"2011-04-20",9523,268,9,10,"3.6",80
"2011-04-21",9386,197,5,10,"3.6",96
"2011-04-21",9397,245,5,10,"3.6",96
"2011-04-21",9568,343,5,10,"3.6",96
"2011-04-21",9499,159,5,10,"3.6",96
"2011-04-21",9388,426,5,10,"3.6",96
"2011-04-21",9392,151,5,10,"3.6",96
"2011-04-21",9523,269,5,10,"3.6",96
"2011-04-21",9393,407,5,10,"3.6",96
"2011-04-21",9390,295,5,10,"3.6",96
"2011-04-21",9389,101,5,10,"3.6",96
"2011-04-22",9397,254,3,8,"5.9",122
"2011-04-22",9389,104,3,8,"5.9",122
"2011-04-22",9392,152,3,8,"5.9",122
"2011-04-22",9523,289,3,8,"5.9",122
"2011-04-22",9393,410,3,8,"5.9",122
"2011-04-22",9499,181,3,8,"5.9",122
"2011-04-22",9568,401,3,8,"5.9",122
"2011-04-22",9390,315,3,8,"5.9",122
"2011-04-22",9388,520,3,8,"5.9",122
"2011-04-22",9386,252,3,8,"5.9",122
"2011-04-23",9389,112,2,6,"11.1",185
"2011-04-23",9523,335,2,6,"11.1",185
"2011-04-23",9392,163,2,6,"11.1",185
"2011-04-23",9499,233,2,6,"11.1",185
"2011-04-23",9397,279,2,6,"11.1",185
"2011-04-23",9386,321,2,6,"11.1",185
"2011-04-23",9393,427,2,6,"11.1",185
"2011-04-23",9390,359,2,6,"11.1",185
"2011-04-23",9388,606,2,6,"11.1",185
"2011-04-23",9568,492,2,6,"11.1",185
"2011-04-24",9386,436,0,5,"9.3",283
"2011-04-24",9393,455,0,5,"9.3",283
"2011-04-24",9392,187,0,5,"9.3",283
"2011-04-24",9390,443,0,5,"9.3",283
"2011-04-24",9388,952,0,5,"9.3",283
"2011-04-24",9397,364,0,5,"9.3",283
"2011-04-24",9389,218,0,5,"9.3",283
"2011-04-24",9499,313,0,5,"9.3",283
"2011-04-24",9568,615,0,5,"9.3",283
"2011-04-24",9523,410,0,5,"9.3",283
"2011-04-25",9499,319,0,4,"4.3",394
"2011-04-25",9392,286,0,4,"4.3",394
"2011-04-25",9390,561,0,4,"4.3",394
"2011-04-25",9568,866,0,4,"4.3",394
"2011-04-25",9523,499,0,4,"4.3",394
"2011-04-25",9393,567,0,4,"4.3",394
"2011-04-25",9389,627,0,4,"4.3",394
"2011-04-25",9386,515,0,4,"4.3",394
"2011-04-25",9388,1134,0,4,"4.3",394
"2011-04-25",9397,348,0,4,"4.3",394
"2011-04-26",9390,738,0,3,"2.7",732
"2011-04-26",9386,503,0,3,"2.7",732
"2011-04-26",9389,1320,0,3,"2.7",732
"2011-04-26",9392,430,0,3,"2.7",732
"2011-04-26",9397,331,0,3,"2.7",732
"2011-04-26",9388,940,0,3,"2.7",732
"2011-04-26",9568,905,0,3,"2.7",732
"2011-04-26",9523,653,0,3,"2.7",732
"2011-04-26",9393,643,0,3,"2.7",732
"2011-04-26",9499,301,0,3,"2.7",732
"2011-04-27",9568,723,0,2,"6.5",486
"2011-04-27",9499,318,0,2,"6.5",486
"2011-04-27",9389,1013,0,2,"6.5",486
"2011-04-27",9388,932,0,2,"6.5",486
"2011-04-27",9386,504,0,2,"6.5",486
"2011-04-27",9523,924,0,2,"6.5",486
"2011-04-27",9392,592,0,2,"6.5",486
"2011-04-27",9390,266,0,2,"6.5",486
"2011-04-27",9397,318,0,2,"6.5",486
"2011-04-27",9393,757,0,2,"6.5",486
"2011-04-28",9393,848,0,1,"7.1",461
"2011-04-28",9499,335,0,1,"7.1",461
"2011-04-28",9392,692,0,1,"7.1",461
"2011-04-28",9390,266,0,1,"7.1",461
"2011-04-28",9386,482,0,1,"7.1",461
"2011-04-28",9388,1023,0,1,"7.1",461
"2011-04-28",9568,553,0,1,"7.1",461
"2011-04-28",9389,980,0,1,"7.1",461
"2011-04-28",9397,311,0,1,"7.1",461
"2011-04-28",9523,273,0,1,"7.1",461
"2011-04-29",9523,273,0,0,"6.7",493
"2011-04-29",9499,310,0,0,"6.7",493
"2011-04-29",9389,960,0,0,"6.7",493
"2011-04-29",9392,677,0,0,"6.7",493
"2011-04-29",9386,525,0,0,"6.7",493
"2011-04-29",9568,514,0,0,"6.7",493
"2011-04-29",9393,917,0,0,"6.7",493
"2011-04-29",9397,302,0,0,"6.7",493
"2011-04-29",9390,267,0,0,"6.7",493
"2011-04-29",9388,1014,0,0,"6.7",493
"2011-04-30",9386,514,0,0,"3.9",479
"2011-04-30",9523,272,0,0,"3.9",479
"2011-04-30",9390,267,0,0,"3.9",479
"2011-04-30",9393,955,0,0,"3.9",479
"2011-04-30",9389,987,0,0,"3.9",479
"2011-04-30",9499,253,0,0,"3.9",479
"2011-04-30",9392,609,0,0,"3.9",479
"2011-04-30",9388,972,0,0,"3.9",479
"2011-04-30",9397,275,0,0,"3.9",479
"2011-04-30",9568,468,0,0,"3.9",479
"2011-05-01",9386,522,0,0,"4.4",470
"2011-05-01",9389,1015,0,0,"4.4",470
"2011-05-01",9568,434,0,0,"4.4",470
"2011-05-01",9388,914,0,0,"4.4",470
"2011-05-01",9523,269,0,0,"4.4",470
"2011-05-01",9390,267,0,0,"4.4",470
"2011-05-01",9397,245,0,0,"4.4",470
"2011-05-01",9392,586,0,0,"4.4",470
"2011-05-01",9393,915,0,0,"4.4",470
"2011-05-01",9499,256,0,0,"4.4",470
"2011-05-02",9389,1042,0,0,"3.2",460
"2011-05-02",9523,269,0,0,"3.2",460
"2011-05-02",9397,237,0,0,"3.2",460
"2011-05-02",9499,253,0,0,"3.2",460
"2011-05-02",9393,863,0,0,"3.2",460
"2011-05-02",9386,517,0,0,"3.2",460
"2011-05-02",9390,1174,0,0,"3.2",460
"2011-05-02",9392,593,0,0,"3.2",460
"2011-05-02",9568,405,0,0,"3.2",460
"2011-05-02",9388,901,0,0,"3.2",460
"2011-05-03",9392,613,2,10,"2",478
"2011-05-03",9386,524,2,10,"2",478
"2011-05-03",9523,268,2,10,"2",478
"2011-05-03",9393,779,2,10,"2",478
"2011-05-03",9388,873,2,10,"2",478
"2011-05-03",9389,1034,2,10,"2",478
"2011-05-03",9397,235,2,10,"2",478
"2011-05-03",9568,394,2,10,"2",478
"2011-05-03",9499,243,2,10,"2",478
"2011-05-03",9390,1147,2,10,"2",478
"2011-05-04",9393,716,1,10,"3.6",482
"2011-05-04",9499,221,1,10,"3.6",482
"2011-05-04",9568,379,1,10,"3.6",482
"2011-05-04",9388,846,1,10,"3.6",482
"2011-05-04",9397,223,1,10,"3.6",482
"2011-05-04",9523,267,1,10,"3.6",482
"2011-05-04",9392,601,1,10,"3.6",482
"2011-05-04",9389,1000,1,10,"3.6",482
"2011-05-04",9386,552,1,10,"3.6",482
"2011-05-04",9390,1012,1,10,"3.6",482
"2011-05-05",9389,967,0,0,"5",490
"2011-05-05",9386,542,0,0,"5",490
"2011-05-05",9388,820,0,0,"5",490
"2011-05-05",9390,985,0,0,"5",490
"2011-05-05",9392,588,0,0,"5",490
"2011-05-05",9393,670,0,0,"5",490
"2011-05-05",9397,212,0,0,"5",490
"2011-05-05",9499,207,0,0,"5",490
"2011-05-05",9523,266,0,0,"5",490
"2011-05-05",9568,371,0,0,"5",490
"2011-05-06",9568,381,0,0,"8",476
"2011-05-06",9397,225,0,0,"8",476
"2011-05-06",9386,528,0,0,"8",476
"2011-05-06",9390,953,0,0,"8",476
"2011-05-06",9393,660,0,0,"8",476
"2011-05-06",9499,191,0,0,"8",476
"2011-05-06",9523,266,0,0,"8",476
"2011-05-06",9392,563,0,0,"8",476
"2011-05-06",9388,806,0,0,"8",476
"2011-05-06",9389,935,0,0,"8",476
"2011-05-07",9568,399,0,0,"9.1",462
"2011-05-07",9390,937,0,0,"9.1",462
"2011-05-07",9388,801,0,0,"9.1",462
"2011-05-07",9523,266,0,0,"9.1",462
"2011-05-07",9393,660,0,0,"9.1",462
"2011-05-07",9499,192,0,0,"9.1",462
"2011-05-07",9389,876,0,0,"9.1",462
"2011-05-07",9397,235,0,0,"9.1",462
"2011-05-07",9386,520,0,0,"9.1",462
"2011-05-07",9392,524,0,0,"9.1",462
"2011-05-08",9523,265,0,0,"6.8",439
"2011-05-08",9392,512,0,0,"6.8",439
"2011-05-08",9389,874,0,0,"6.8",439
"2011-05-08",9390,932,0,0,"6.8",439
"2011-05-08",9393,650,0,0,"6.8",439
"2011-05-08",9568,411,0,0,"6.8",439
"2011-05-08",9499,193,0,0,"6.8",439
"2011-05-08",9388,785,0,0,"6.8",439
"2011-05-08",9386,514,0,0,"6.8",439
"2011-05-08",9397,217,0,0,"6.8",439
"2011-05-09",9386,513,0,0,"1.3",417
"2011-05-09",9568,394,0,0,"1.3",417
"2011-05-09",9393,650,0,0,"1.3",417
"2011-05-09",9392,497,0,0,"1.3",417
"2011-05-09",9499,174,0,0,"1.3",417
"2011-05-09",9390,925,0,0,"1.3",417
"2011-05-09",9388,777,0,0,"1.3",417
"2011-05-09",9397,198,0,0,"1.3",417
"2011-05-09",9523,265,0,0,"1.3",417
"2011-05-09",9389,897,0,0,"1.3",417
"2011-05-10",9389,904,0,0,"-1",399
"2011-05-10",9523,264,0,0,"-1",399
"2011-05-10",9388,750,0,0,"-1",399
"2011-05-10",9393,650,0,0,"-1",399
"2011-05-10",9397,190,0,0,"-1",399
"2011-05-10",9390,897,0,0,"-1",399
"2011-05-10",9392,481,0,0,"-1",399
"2011-05-10",9568,348,0,0,"-1",399
"2011-05-10",9499,159,0,0,"-1",399
"2011-05-10",9386,511,0,0,"-1",399
"2011-05-11",9386,494,0,0,"0.2",384
"2011-05-11",9390,848,0,0,"0.2",384
"2011-05-11",9393,634,0,0,"0.2",384
"2011-05-11",9392,468,0,0,"0.2",384
"2011-05-11",9568,308,0,0,"0.2",384
"2011-05-11",9499,149,0,0,"0.2",384
"2011-05-11",9388,714,0,0,"0.2",384
"2011-05-11",9389,877,0,0,"0.2",384
"2011-05-11",9523,264,0,0,"0.2",384
"2011-05-11",9397,189,0,0,"0.2",384
"2011-05-12",9388,683,0,0,"3.7",353
"2011-05-12",9397,181,0,0,"3.7",353
"2011-05-12",9386,473,0,0,"3.7",353
"2011-05-12",9568,285,0,0,"3.7",353
"2011-05-12",9392,455,0,0,"3.7",353
"2011-05-12",9390,792,0,0,"3.7",353
"2011-05-12",9499,149,0,0,"3.7",353
"2011-05-12",9393,601,0,0,"3.7",353
"2011-05-12",9389,833,0,0,"3.7",353
"2011-05-12",9523,264,0,0,"3.7",353
"2011-05-13",9397,196,0,0,"10.5",320
"2011-05-13",9386,453,0,0,"10.5",320
"2011-05-13",9388,644,0,0,"10.5",320
"2011-05-13",9393,562,0,0,"10.5",320
"2011-05-13",9389,761,0,0,"10.5",320
"2011-05-13",9568,283,0,0,"10.5",320
"2011-05-13",9523,264,0,0,"10.5",320
"2011-05-13",9499,169,0,0,"10.5",320
"2011-05-13",9390,750,0,0,"10.5",320
"2011-05-13",9392,441,0,0,"10.5",320
"2011-05-14",9388,621,0,0,"18.3",294
"2011-05-14",9386,427,0,0,"18.3",294
"2011-05-14",9389,690,0,0,"18.3",294
"2011-05-14",9397,235,0,0,"18.3",294
"2011-05-14",9523,264,0,0,"18.3",294
"2011-05-14",9393,525,0,0,"18.3",294
"2011-05-14",9499,218,0,0,"18.3",294
"2011-05-14",9392,428,0,0,"18.3",294
"2011-05-14",9390,763,0,0,"18.3",294
"2011-05-14",9568,334,0,0,"18.3",294
"2011-05-15",9393,505,0,0,"9",269
"2011-05-15",9397,226,0,0,"9",269
"2011-05-15",9390,806,0,0,"9",269
"2011-05-15",9389,641,0,0,"9",269
"2011-05-15",9499,212,0,0,"9",269
"2011-05-15",9568,400,0,0,"9",269
"2011-05-15",9392,415,0,0,"9",269
"2011-05-15",9386,417,0,0,"9",269
"2011-05-15",9523,719,0,0,"9",269
"2011-05-15",9388,615,0,0,"9",269
"2011-05-16",9523,265,0,0,"4.9",255
"2011-05-16",9388,621,0,0,"4.9",255
"2011-05-16",9392,401,0,0,"4.9",255
"2011-05-16",9568,405,0,0,"4.9",255
"2011-05-16",9397,219,0,0,"4.9",255
"2011-05-16",9386,422,0,0,"4.9",255
"2011-05-16",9390,827,0,0,"4.9",255
"2011-05-16",9393,478,0,0,"4.9",255
"2011-05-16",9389,629,0,0,"4.9",255
"2011-05-16",9499,185,0,0,"4.9",255
"2011-05-17",9390,822,0,0,"1.3",246
"2011-05-17",9499,169,0,0,"1.3",246
"2011-05-17",9389,630,0,0,"1.3",246
"2011-05-17",9397,204,0,0,"1.3",246
"2011-05-17",9393,480,0,0,"1.3",246
"2011-05-17",9523,266,0,0,"1.3",246
"2011-05-17",9392,390,0,0,"1.3",246
"2011-05-17",9388,614,0,0,"1.3",246
"2011-05-17",9568,376,0,0,"1.3",246
"2011-05-17",9386,426,0,0,"1.3",246
"2011-05-18",9523,268,1,9,"1.7",244
"2011-05-18",9499,172,1,9,"1.7",244
"2011-05-18",9386,424,1,9,"1.7",244
"2011-05-18",9388,598,1,9,"1.7",244
"2011-05-18",9389,610,1,9,"1.7",244
"2011-05-18",9392,368,1,9,"1.7",244
"2011-05-18",9390,771,1,9,"1.7",244
