"date","snow_height","degree_coverage","tmean","post_1","post_2","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_9387"
2010-01-03,40,10,-39.2,290,133,242,300,157,83,119,262,236,197,43
2010-01-04,40,10,-41.6,290,133,242,301,158,83,118,262,235,196,44
2010-01-05,40,10,-44.0,290,133,241,302,159,83,118,262,234,196,45
2010-01-06,40,10,-34.7,290,133,240,302,161,83,118,262,233,196,43
2010-01-07,40,10,-32.1,288,133,240,301,162,83,117,262,232,196,43
2010-01-08,40,10,-29.5,288,133,239,299,166,83,117,262,230,196,42
2010-01-09,40,10,-34.3,288,133,239,298,168,83,117,262,228,196,42
2010-01-10,39,10,-37.7,288,133,238,297,171,83,117,262,226,196,41
2010-01-11,39,10,-42.1,288,133,238,296,175,83,117,262,226,196,41
2010-01-12,39,10,-40.6,288,133,237,297,180,83,116,262,225,196,42
2010-01-13,39,10,-31.2,287,133,237,296,184,83,116,262,224,196,41
2010-01-14,39,10,-31.2,287,133,236,295,186,83,116,262,222,196,41
2010-01-15,39,10,-21.0,287,132,236,294,186,83,116,262,222,196,40
2010-01-16,40,10,-19.6,287,132,235,293,186,83,116,262,221,196,40
2010-01-17,40,10,-33.6,287,132,235,293,187,83,115,262,220,196,41
2010-01-18,40,10,-37.9,287,132,234,292,187,83,115,262,219,197,40
2010-01-19,41,10,-29.2,287,132,234,291,188,83,115,262,218,197,40
2010-01-20,41,10,-19.5,287,132,234,291,188,83,115,262,218,197,40
2010-01-21,43,10,-15.1,286,132,233,291,189,83,115,262,218,197,40
2010-01-22,42,10,-17.1,286,132,233,293,189,83,114,262,218,197,40
2010-01-23,42,10,-24.6,286,132,233,293,185,83,114,262,218,198,39
2010-01-24,42,10,-23.9,286,132,233,294,185,83,114,262,218,198,40
2010-01-25,43,10,-22.3,285,132,233,294,182,83,114,262,217,198,40
2010-01-26,43,10,-36.3,285,132,233,294,177,83,113,262,217,198,39
2010-01-27,42,10,-23.3,285,132,233,293,175,83,113,262,217,198,38
2010-01-28,42,10,-18.5,285,132,233,294,172,83,113,262,217,199,39
2010-01-29,42,10,-30.1,284,132,233,294,169,83,113,262,217,199,38
2010-01-30,42,10,-43.3,284,132,233,294,167,83,112,262,217,199,38
2010-01-31,42,10,-44.9,284,132,233,294,166,83,112,262,217,199,38
2010-02-01,42,10,-44.3,284,132,233,294,166,83,112,262,217,199,38
2010-02-02,42,10,-39.4,284,132,232,294,167,83,112,262,217,199,37
2010-02-03,42,10,-38.4,284,132,232,294,168,83,112,260,217,199,38
2010-02-04,42,10,-34.0,284,132,231,294,170,83,112,260,217,199,38
2010-02-05,42,10,-31.1,284,132,231,294,170,83,111,260,217,199,37
2010-02-06,42,10,-28.0,282,132,231,294,169,83,111,260,217,199,37
2010-02-07,42,10,-27.6,282,132,230,293,168,83,111,260,217,199,38
2010-02-08,42,10,-35.0,282,132,229,294,169,83,111,259,217,200,38
2010-02-09,42,10,-33.0,282,132,228,294,168,83,111,259,217,200,37
2010-02-10,42,10,-28.0,281,132,228,294,169,83,110,259,217,200,36
2010-02-11,42,10,-30.6,281,132,228,294,170,83,110,258,217,200,37
2010-02-12,42,10,-28.1,281,131,228,293,171,83,110,258,216,200,38
2010-02-13,42,10,-22.3,281,131,228,293,172,83,110,258,215,200,37
2010-02-14,42,10,-19.6,281,131,228,293,173,83,109,258,215,200,38
2010-02-15,42,10,-21.6,280,131,228,294,173,83,109,258,215,201,39
2010-02-16,42,10,-23.4,280,131,227,294,173,83,109,258,214,201,38
2010-02-17,43,10,-23.9,280,131,227,294,174,83,109,258,214,201,39
2010-02-18,43,10,-29.4,280,131,227,294,175,83,108,258,214,201,38
2010-02-19,43,10,-16.2,280,131,227,294,176,83,108,258,214,201,39
2010-02-20,48,10,-17.5,280,131,227,294,173,83,108,258,214,202,38
2010-02-21,48,10,-32.7,278,131,227,294,172,83,108,257,214,202,40
2010-02-22,48,10,-25.4,278,131,228,294,173,83,108,257,214,202,41
2010-02-23,48,10,-27.3,278,131,228,294,168,83,108,257,214,202,40
2010-02-24,48,10,-36.7,278,131,228,294,162,83,107,257,213,203,39
2010-02-25,48,10,-35.8,278,131,228,293,162,83,107,257,213,203,40
2010-02-26,48,10,-32.9,278,131,229,292,162,83,107,257,213,203,41
2010-02-27,48,10,-32.2,277,131,229,291,162,83,107,257,213,204,41
2010-02-28,48,10,-32.9,277,131,229,292,161,83,107,257,213,204,40
2010-03-01,48,10,-28.0,277,131,229,292,160,83,107,257,213,204,40
2010-03-02,48,10,-26.8,277,131,229,293,159,83,107,249,213,204,41
2010-03-03,47,10,-32.5,277,131,229,293,158,83,107,236,213,204,40
2010-03-04,47,10,-31.1,277,131,229,293,158,83,107,236,213,204,39
2010-03-05,47,10,-31.1,277,131,229,293,157,83,107,236,213,204,41
2010-03-06,47,10,-29.4,277,131,229,293,157,83,106,236,212,204,40
2010-03-07,47,10,-15.2,277,131,229,294,156,83,106,236,212,205,41
2010-03-08,47,10,-11.8,277,131,229,294,156,83,106,236,212,205,40
2010-03-09,47,10,-12.5,277,131,229,294,156,83,106,236,212,205,41
2010-03-10,47,10,-22.9,277,131,229,294,156,83,106,236,212,205,41
2010-03-11,47,10,-24.8,277,131,228,293,156,83,106,236,212,205,41
2010-03-12,47,10,-22.7,277,131,228,292,156,83,106,236,212,205,42
2010-03-13,47,10,-22.4,277,131,228,292,155,83,105,236,212,205,43
2010-03-14,46,10,-23.1,277,131,228,293,155,83,105,236,212,205,43
2010-03-15,46,10,-23.2,277,131,228,293,155,83,105,236,212,205,42
2010-03-16,46,10,-19.7,277,131,228,293,154,83,105,236,211,205,43
2010-03-17,46,10,-15.1,277,131,228,293,154,83,105,236,211,205,43
2010-03-18,47,10,-7.4,277,130,228,293,153,83,104,236,211,206,43
2010-03-19,47,10,-12.4,277,130,228,293,153,83,104,236,211,206,43
2010-03-20,47,10,-12.0,277,130,228,293,153,83,104,236,211,206,43
2010-03-21,47,10,-14.3,277,130,228,293,153,83,104,236,212,206,44
2010-03-22,50,10,-11.5,277,130,228,293,153,83,104,236,212,206,45
2010-03-23,49,10,-18.5,277,130,228,293,153,83,104,236,212,206,44
2010-03-24,49,10,-16.3,277,130,228,294,151,83,104,236,212,206,43
2010-03-25,49,10,-10.2,277,129,229,295,150,83,104,236,212,207,44
2010-03-26,53,10,-2.2,276,129,229,294,148,83,104,236,212,207,45
2010-03-27,55,10,-7.0,276,129,229,293,147,83,104,236,212,207,44
2010-03-28,53,10,-0.7,276,129,230,294,146,83,104,236,212,208,45
2010-03-29,52,10,-7.0,276,129,231,294,146,83,103,236,212,208,44
2010-03-30,52,10,-14.3,276,129,230,295,144,83,103,236,212,208,44
2010-03-31,50,10,-15.1,276,129,229,295,143,83,103,236,212,208,44
2010-04-01,50,10,-14.2,275,129,230,295,142,83,103,232,212,208,45
2010-04-02,50,10,-12.5,275,129,230,294,141,83,103,232,213,208,46
2010-04-03,49,10,-10.7,275,129,230,295,140,83,103,232,213,208,46
2010-04-04,49,10,-8.8,275,129,230,295,138,83,102,232,213,208,48
2010-04-05,48,10,-8.0,275,129,230,295,137,83,102,232,214,208,49
2010-04-06,48,10,-7.3,275,129,231,295,135,83,102,232,214,208,50
2010-04-07,48,10,-11.1,275,129,231,295,134,83,101,232,214,208,51
2010-04-08,47,10,-11.1,275,129,231,295,133,83,101,232,214,208,52
2010-04-09,47,10,-13.0,275,129,232,295,132,83,100,232,215,208,53
2010-04-10,46,10,-14.5,275,129,232,294,132,83,100,232,215,208,53
2010-04-11,46,10,-16.0,275,129,231,294,131,83,100,232,215,208,53
2010-04-12,46,10,-14.9,275,129,231,295,131,83,100,232,215,208,53
2010-04-13,46,10,-13.1,275,129,231,296,130,83,99,232,215,209,53
2010-04-14,46,10,-10.4,275,129,232,297,130,83,99,232,215,210,53
2010-04-15,46,10,-7.4,275,129,234,298,130,83,99,232,215,210,54
2010-04-16,46,10,-4.8,275,129,234,298,130,83,99,232,215,211,54
2010-04-17,45,10,-0.7,275,129,234,298,130,83,98,232,216,212,54
2010-04-18,42,10,-0.5,275,129,235,298,130,83,98,233,217,213,56
2010-04-19,40,10,0.6,275,129,235,297,129,83,98,234,218,214,57
2010-04-20,38,10,0.8,275,129,235,297,129,83,99,234,219,215,57
2010-04-21,36,10,1.6,275,129,236,300,132,84,101,235,220,218,57
2010-04-22,31,10,4.2,275,129,238,304,135,87,102,237,223,217,59
2010-04-23,26,10,-0.9,275,129,238,304,141,95,103,237,225,215,62
2010-04-24,26,10,-6.0,275,129,238,304,142,96,103,237,227,218,58
2010-04-25,25,10,-6.8,275,129,239,306,137,95,103,239,229,219,59
2010-04-26,26,10,-0.3,275,129,241,307,140,95,103,243,231,222,58
2010-04-27,25,10,4.7,276,131,242,309,147,101,104,250,235,227,60
2010-04-28,20,10,7.4,278,134,245,311,156,105,104,254,239,230,63
2010-04-29,16,10,8.5,281,135,253,313,198,110,106,263,246,236,67
2010-04-30,9,7,3.2,285,135,290,318,197,113,106,274,255,241,73
2010-05-01,7,6,4.3,286,163,349,339,196,112,107,283,270,237,83
2010-05-02,5,10,2.1,331,181,391,384,194,111,114,304,287,228,99
2010-05-03,0,5,1.0,387,210,444,467,199,110,120,326,313,224,110
2010-05-04,0,4,1.7,405,272,497,521,201,109,143,361,350,229,127
2010-05-05,0,4,5.3,414,305,551,554,199,108,269,402,384,223,171
2010-05-06,0,3,5.0,425,356,596,612,202,107,332,456,424,224,209
2010-05-07,0,2,5.5,434,419,701,666,206,106,400,520,445,216,286
2010-05-08,0,2,7.2,478,473,713,499,230,106,472,590,544,234,385
2010-05-09,0,1,9.4,550,499,695,539,132,126,884,662,706,226,540
2010-05-10,0,1,3.3,620,475,790,572,132,155,792,775,910,232,494
2010-05-11,0,1,2.2,638,518,843,555,131,280,793,905,892,221,453
2010-05-12,0,0,4.0,732,611,922,522,131,365,783,232,853,213,490
2010-05-13,0,0,10.3,716,522,912,482,130,552,768,1362,834,210,516
2010-05-14,0,0,12.7,752,506,942,472,130,615,853,232,841,224,484
2010-05-15,0,0,7.0,680,522,995,511,130,520,909,232,920,239,446
2010-05-16,0,0,4.6,680,554,998,594,130,381,1008,232,1007,219,433
2010-05-17,0,0,4.7,635,553,954,609,262,333,1065,232,1052,206,441
2010-05-18,0,0,4.2,565,534,898,553,228,309,966,233,1037,203,424
2010-05-19,0,0,3.3,538,512,855,499,162,294,881,234,974,190,401
2010-05-20,2,10,1.7,535,485,810,453,153,273,823,234,892,174,370
2010-05-21,2,10,1.4,504,467,757,400,145,260,723,235,824,169,341
2010-05-22,0,0,4.5,473,455,708,366,139,258,664,237,751,166,318
2010-05-23,0,0,5.0,467,441,669,341,140,269,599,887,700,165,299
2010-05-24,0,0,9.0,460,426,622,334,149,285,543,796,660,177,284
2010-05-25,0,0,9.9,454,414,609,346,167,289,506,694,640,192,276
2010-05-26,0,0,8.3,452,405,603,374,172,295,475,678,637,199,262
2010-05-27,0,0,9.6,445,396,606,404,174,295,454,664,638,209,250
2010-05-28,0,0,8.7,440,385,617,417,171,295,451,653,635,215,239
2010-05-29,0,0,9.5,435,371,644,450,169,300,491,638,630,213,222
2010-05-30,0,0,7.0,423,358,642,482,175,305,518,632,643,223,208
2010-05-31,0,0,12.7,419,342,623,518,195,291,526,662,700,242,200
2010-06-01,0,0,18.0,415,336,615,555,205,280,537,714,787,240,193
2010-06-02,0,0,11.6,409,331,604,552,185,269,548,769,794,215,183
2010-06-03,0,0,12.8,404,322,580,526,168,259,576,780,764,206,174
2010-06-04,0,0,11.2,401,313,551,486,161,248,588,731,738,204,170
2010-06-05,0,0,7.0,401,301,523,462,156,239,560,710,731,197,176
2010-06-06,0,0,7.1,400,293,508,447,150,244,523,692,705,191,177
2010-06-07,0,0,11.9,432,292,495,423,143,259,499,662,666,186,170
2010-06-08,0,0,18.5,479,291,482,400,142,300,460,625,621,183,171
2010-06-09,0,0,18.7,519,284,481,383,138,314,367,587,576,181,188
2010-06-10,0,0,16.4,547,268,518,359,134,321,319,547,536,179,197
2010-06-11,0,0,14.5,548,250,586,340,131,311,305,532,502,207,193
2010-06-12,0,0,17.8,523,228,615,331,140,299,343,509,490,195,178
2010-06-13,0,0,16.3,528,210,598,348,158,289,454,482,527,204,163
2010-06-14,0,0,12.9,534,193,557,367,159,283,475,537,606,202,149
2010-06-15,0,0,14.6,522,183,527,386,149,277,446,579,615,196,134
2010-06-16,0,0,14.8,505,176,504,389,164,268,428,610,614,217,114
2010-06-17,0,0,11.9,473,168,483,378,154,263,413,609,602,193,100
2010-06-18,0,0,10.5,457,162,456,381,142,253,397,584,571,186,89
2010-06-19,0,0,13.3,450,164,427,353,135,239,375,543,541,180,84
2010-06-20,0,0,16.4,440,167,405,337,132,229,337,495,512,178,81
2010-06-21,0,0,15.6,425,164,388,325,130,214,301,485,480,178,79
2010-06-22,0,0,14.9,422,163,377,319,129,201,270,463,456,183,79
2010-06-23,0,0,13.2,411,163,400,316,128,196,255,425,434,184,77
2010-06-24,0,0,13.6,398,163,426,311,131,190,239,406,421,183,76
2010-06-25,0,0,15.9,398,169,412,312,134,186,263,395,415,180,75
2010-06-26,0,0,15.2,398,181,392,323,139,183,270,382,419,187,73
2010-06-27,0,0,13.9,390,182,372,331,143,165,250,383,431,184,72
2010-06-28,0,0,17.1,388,179,361,342,136,153,235,393,436,181,76
2010-06-29,0,0,19.3,388,173,350,340,131,146,223,395,423,179,74
2010-06-30,0,0,19.5,380,167,340,331,128,137,207,386,405,175,81
2010-07-01,0,0,19.4,378,162,334,322,124,128,193,372,388,171,80
2010-07-02,0,0,18.0,378,158,331,312,124,125,183,350,370,169,75
2010-07-03,0,0,16.2,378,155,328,304,123,123,180,336,353,193,72
2010-07-04,0,0,15.8,376,155,324,301,122,121,179,316,340,191,72
2010-07-05,0,0,11.7,376,154,319,312,121,119,183,304,335,183,70
2010-07-06,0,0,13.8,375,151,314,325,120,115,180,301,337,179,64
2010-07-07,0,0,17.2,375,149,310,316,119,115,180,301,334,178,61
2010-07-08,0,0,19.2,373,146,302,309,119,117,168,300,322,215,61
2010-07-09,0,0,22.0,373,143,305,306,120,117,137,290,312,207,61
2010-07-10,0,0,20.2,372,140,312,331,124,116,139,284,327,195,63
2010-07-11,0,0,22.5,370,136,325,347,128,114,145,297,390,189,66
2010-07-12,0,0,23.1,370,134,337,348,130,114,144,358,385,191,66
2010-07-13,0,0,22.1,370,131,345,352,132,111,159,356,364,189,64
2010-07-14,0,0,21.1,370,130,365,354,131,101,180,335,351,184,59
2010-07-15,0,0,20.0,367,130,374,360,132,97,206,320,356,181,57
2010-07-16,0,0,20.9,366,131,356,362,134,96,212,324,373,184,55
2010-07-17,0,0,21.7,365,131,332,365,136,96,197,340,380,181,53
2010-07-18,0,0,23.2,363,155,335,362,138,98,182,355,384,187,50
2010-07-19,0,0,24.1,362,170,320,358,146,97,165,362,386,196,44
2010-07-20,0,0,19.0,361,174,328,351,138,96,160,368,375,187,55
2010-07-21,0,0,19.0,360,175,338,343,131,97,173,351,364,183,56
2010-07-22,0,0,18.9,360,174,356,342,128,95,191,336,356,186,59
2010-07-23,0,0,18.2,359,173,344,339,126,96,186,323,361,184,56
2010-07-24,0,0,16.3,359,179,324,342,124,104,181,327,367,177,55
2010-07-25,0,0,16.3,360,182,322,341,123,115,160,330,363,173,56
2010-07-26,0,0,20.9,360,186,333,340,125,111,146,330,361,172,57
2010-07-27,0,0,15.4,361,186,338,336,128,110,143,331,361,172,56
2010-07-28,0,0,13.5,361,184,338,331,127,109,153,330,354,173,57
2010-07-29,0,0,14.0,361,180,337,326,123,111,158,318,343,171,59
2010-07-30,0,0,10.8,360,175,339,316,122,113,150,314,332,169,60
2010-07-31,0,0,12.0,360,168,339,310,122,114,146,298,325,173,61
2010-08-01,0,0,11.4,360,159,333,306,122,116,147,291,317,171,62
2010-08-02,0,0,11.7,360,151,324,303,120,117,144,280,309,167,59
2010-08-03,0,0,11.6,361,145,319,301,119,117,142,274,307,164,55
2010-08-04,0,0,13.8,361,138,310,296,119,119,128,265,301,169,51
2010-08-05,0,0,11.4,362,130,300,291,119,122,121,270,295,175,48
2010-08-06,0,0,7.1,362,125,292,288,118,125,115,263,287,168,44
2010-08-07,0,0,7.6,364,121,291,287,118,125,110,260,279,164,42
2010-08-08,0,0,11.8,364,120,288,290,119,126,105,237,278,165,40
2010-08-09,0,0,14.5,365,118,283,303,142,126,109,237,293,179,38
2010-08-10,0,0,14.0,365,117,285,306,149,128,141,254,323,179,37
2010-08-11,0,0,13.1,366,117,285,315,143,130,162,285,361,175,36
2010-08-12,0,0,12.0,366,113,285,320,140,131,230,344,391,171,35
2010-08-13,0,0,13.5,367,106,280,321,136,131,232,366,401,167,35
2010-08-14,0,0,13.8,367,102,279,317,131,132,216,374,411,168,34
2010-08-15,0,0,13.8,369,101,279,308,129,132,206,379,401,176,35
2010-08-16,0,0,14.2,369,102,279,301,127,133,176,370,383,179,35
2010-08-17,0,0,11.1,370,101,283,304,127,133,158,355,368,174,35
2010-08-18,0,0,10.6,372,100,285,306,126,131,138,342,352,169,36
2010-08-19,0,0,10.2,374,100,284,306,125,128,132,317,339,168,37
2010-08-20,0,0,11.4,375,99,279,300,124,125,130,307,327,166,36
2010-08-21,0,0,16.0,375,100,276,297,124,122,129,298,321,166,34
2010-08-22,0,0,19.7,375,100,271,294,124,119,128,290,319,165,34
2010-08-23,0,0,19.7,374,99,268,295,126,116,127,284,315,164,33
2010-08-24,0,0,21.8,373,99,264,298,127,114,128,290,314,166,32
2010-08-25,0,0,13.9,373,100,260,305,133,112,126,292,322,173,31
2010-08-26,0,0,10.4,372,100,258,304,131,110,121,300,328,168,32
2010-08-27,0,0,11.3,372,100,258,306,134,108,115,313,335,165,33
2010-08-28,0,0,11.0,370,101,256,303,133,108,110,329,327,164,33
2010-08-29,0,0,15.3,370,101,254,297,130,108,105,325,311,161,33
2010-08-30,0,0,13.5,370,100,253,292,127,106,100,308,296,160,32
2010-08-31,0,0,10.5,364,100,252,288,126,103,93,282,286,162,32
2010-09-01,0,0,15.5,360,100,251,286,125,105,86,270,280,168,33
2010-09-02,0,0,12.4,361,100,252,286,126,109,82,267,285,166,32
2010-09-03,0,0,6.3,362,100,256,290,126,122,81,272,284,178,34
2010-09-04,0,0,5.9,362,100,263,300,125,130,80,273,279,183,34
2010-09-05,0,0,5.3,364,100,273,306,123,138,88,270,276,171,32
2010-09-06,0,0,9.6,367,100,282,315,123,141,97,267,275,170,31
2010-09-07,0,0,8.8,370,100,285,325,126,141,107,264,286,172,32
2010-09-08,0,0,6.2,372,100,292,332,129,145,119,270,302,170,32
2010-09-09,0,0,10.5,373,100,295,337,129,150,133,286,315,172,33
2010-09-10,0,0,8.4,374,100,293,334,130,152,145,301,324,175,34
2010-09-11,0,0,5.6,375,100,293,332,133,156,151,308,330,184,35
2010-09-12,0,0,9.2,377,100,289,335,136,157,153,315,336,190,35
2010-09-13,0,0,3.2,377,100,284,340,136,161,156,323,344,190,36
2010-09-14,0,0,2.0,379,100,280,345,135,161,160,324,351,184,36
2010-09-15,0,0,3.5,379,101,277,347,135,157,164,331,360,183,35
2010-09-16,0,0,1.9,381,101,275,340,138,160,167,340,360,185,36
2010-09-17,0,0,0.3,381,101,274,334,137,156,170,341,355,186,37
2010-09-18,2,10,1.7,382,101,276,335,138,153,172,338,351,188,38
2010-09-19,1,8,1.5,383,101,280,353,141,156,171,331,348,186,38
2010-09-20,1,6,0.9,383,101,290,377,140,153,167,327,346,184,39
2010-09-21,0,0,1.8,385,103,294,392,140,151,165,325,345,188,40
2010-09-22,0,0,2.3,386,112,294,434,149,147,162,326,343,197,41
2010-09-23,0,0,2.4,387,121,304,472,159,146,159,333,346,203,41
2010-09-24,0,0,3.3,388,122,364,493,158,143,158,339,364,227,44
2010-09-25,0,0,0.9,393,125,428,505,155,139,157,351,391,213,45
2010-09-26,1,10,1.2,395,126,421,498,149,142,155,367,414,207,47
2010-09-27,0,0,0.9,397,128,394,481,144,143,172,389,439,197,48
2010-09-28,0,0,1.9,399,130,373,450,142,147,202,405,444,196,50
2010-09-29,0,0,0.6,401,133,360,424,141,144,203,410,441,197,53
2010-09-30,0,0,0.1,404,137,344,411,150,143,186,412,433,199,53
2010-10-01,0,0,1.2,406,136,338,410,159,145,174,412,427,204,55
2010-10-02,0,0,9.9,407,136,336,421,161,147,172,412,425,211,57
2010-10-03,0,0,6.1,407,136,341,440,169,148,181,412,444,213,58
2010-10-04,0,0,2.1,408,136,349,449,165,149,191,437,456,207,58
2010-10-05,2,10,-0.7,410,136,346,446,159,149,199,450,459,198,59
2010-10-06,0,7,-0.3,410,136,338,427,153,148,222,443,455,196,60
2010-10-07,0,0,0.8,411,136,332,412,148,150,243,428,446,195,61
2010-10-08,5,10,-1.6,412,136,325,401,147,151,231,423,439,194,63
2010-10-09,5,10,-1.3,412,137,321,394,146,150,220,412,426,192,62
2010-10-10,3,10,1.6,413,137,319,388,146,147,215,398,415,193,63
2010-10-11,0,6,1.1,413,137,320,385,154,147,186,385,408,200,65
2010-10-12,1,10,-3.0,410,137,326,389,155,151,177,379,400,192,65
2010-10-13,1,10,-7.0,409,137,13,396,149,154,168,375,394,189,2
2010-10-14,1,10,-5.0,408,138,314,387,146,158,160,370,390,187,66
2010-10-15,1,10,-10.4,407,138,13,382,144,163,155,365,382,186,65
2010-10-16,1,10,-8.2,405,138,304,373,145,162,150,359,372,185,65
2010-10-17,1,8,-8.1,403,127,293,369,143,160,147,350,364,184,63
2010-10-18,1,6,-7.6,402,141,287,365,142,159,145,343,352,183,62
2010-10-19,1,4,0.7,401,143,282,361,142,158,143,342,346,183,62
2010-10-20,1,6,-0.5,402,146,289,359,141,159,141,342,338,182,61
2010-10-21,1,10,-5.0,405,154,288,357,139,161,139,13,333,181,62
2010-10-22,1,10,-4.6,408,147,298,354,137,161,137,13,329,179,61
2010-10-23,6,10,-7.0,415,142,349,344,134,162,134,306,325,174,62
2010-10-24,6,10,-11.3,420,140,413,346,133,160,128,306,315,172,62
2010-10-25,6,10,-11.8,440,137,421,347,137,161,120,305,300,177,60
2010-10-26,7,10,-2.3,443,138,400,333,137,161,112,287,289,176,56
2010-10-27,7,10,-5.0,445,138,396,332,133,162,104,273,283,174,55
2010-10-28,11,10,-1.1,453,138,403,341,132,160,98,268,277,173,54
2010-10-29,16,10,-2.0,458,139,398,337,133,161,95,267,274,173,54
2010-10-30,17,10,-4.9,457,139,387,345,133,160,94,266,272,171,53
2010-10-31,17,10,-6.4,455,140,374,341,129,160,93,264,281,162,52
2010-11-01,16,10,-2.6,455,140,370,335,132,161,91,274,297,182,52
2010-11-02,22,10,-4.0,451,140,367,331,131,160,90,277,285,174,52
2010-11-03,22,10,-1.8,448,140,360,326,131,159,90,282,287,172,53
2010-11-04,22,10,-1.3,445,141,361,322,131,158,90,283,278,7,53
2010-11-05,22,10,-1.7,443,141,363,321,131,159,89,284,280,172,54
2010-11-06,22,10,-3.0,440,141,357,318,132,159,88,284,286,7,54
2010-11-07,22,10,1.0,438,142,356,314,132,159,88,286,288,170,55
2010-11-08,20,10,-0.9,437,143,350,311,131,159,90,303,292,168,55
2010-11-09,21,10,-0.8,435,143,339,305,129,159,92,313,279,169,55
2010-11-10,26,10,-4.4,433,144,338,302,128,159,93,322,284,167,55
2010-11-11,26,10,-10.4,432,145,336,308,120,160,93,336,281,274,54
2010-11-12,29,10,-19.4,430,145,328,303,117,160,94,372,256,258,53
2010-11-13,29,10,-23.9,428,145,322,295,122,161,95,375,223,247,54
2010-11-14,27,10,-9.0,427,145,314,288,143,161,95,363,220,241,53
2010-11-15,27,10,-2.7,427,145,318,285,151,160,95,330,217,260,54
2010-11-16,22,10,2.3,427,144,323,281,151,160,103,330,191,258,53
2010-11-17,18,10,1.1,426,144,336,283,147,160,116,328,205,265,54
2010-11-18,19,10,-9.2,425,144,352,300,146,161,129,317,284,254,53
2010-11-19,19,10,-17.1,425,144,358,323,148,161,141,309,361,245,54
2010-11-20,19,10,-22.4,424,144,356,489,150,161,153,328,367,240,53
2010-11-21,19,10,-11.1,423,144,349,531,157,161,155,344,374,238,54
2010-11-22,19,10,-20.1,420,143,348,509,164,161,157,351,375,235,55
2010-11-23,19,10,-24.9,417,143,345,497,171,161,159,352,370,231,56
2010-11-24,20,10,-24.6,417,143,345,496,178,161,161,352,362,229,55
2010-11-25,20,10,-29.1,415,142,346,496,193,161,163,352,356,227,56
2010-11-26,22,10,-25.9,415,142,346,497,210,161,164,352,352,225,55
2010-11-27,22,10,-38.2,415,142,345,500,239,161,165,347,353,223,55
2010-11-28,22,10,-41.2,415,142,348,501,270,160,165,341,360,220,56
2010-11-29,22,10,-38.5,413,141,349,505,296,160,165,340,365,217,56
2010-11-30,22,10,-38.3,412,141,348,512,314,160,164,340,368,214,57
2010-12-01,22,10,-36.7,412,140,345,513,326,161,162,340,368,212,57
2010-12-02,22,10,-38.7,412,140,344,510,337,159,160,340,368,210,56
2010-12-03,24,10,-22.5,412,140,345,508,350,158,158,340,368,208,56
2010-12-04,28,10,-27.2,412,140,344,504,353,157,156,340,367,206,55
2010-12-05,29,10,-23.2,412,140,344,502,354,155,154,340,365,205,57
2010-12-06,29,10,-31.1,411,140,343,499,340,154,151,340,363,204,55
2010-12-07,29,10,-34.3,411,140,343,498,311,153,147,340,361,203,56
2010-12-08,29,10,-40.0,411,140,341,496,296,153,144,340,359,202,56
2010-12-09,29,10,-43.3,411,140,339,495,274,153,140,340,358,200,56
2010-12-10,29,10,-46.5,411,140,337,493,254,152,138,334,356,199,56
2010-12-11,29,10,-46.8,411,140,337,490,247,152,135,333,354,198,56
2010-12-12,29,10,-43.8,410,140,335,486,240,152,132,332,352,197,58
2010-12-13,29,10,-47.6,410,140,334,482,236,152,129,332,349,197,59
2010-12-14,29,10,-34.9,410,140,332,479,236,152,126,332,346,197,58
2010-12-15,29,10,-25.5,410,140,330,477,236,152,123,332,344,196,57
2010-12-16,29,10,-26.3,410,140,327,472,234,152,120,328,342,196,57
2010-12-17,29,10,-24.1,410,140,328,469,233,152,118,325,342,196,58
2010-12-18,30,10,-35.6,410,140,327,466,237,152,117,325,341,196,58
2010-12-19,31,10,-39.3,410,140,325,465,234,152,116,325,340,195,57
2010-12-20,31,10,-36.9,410,140,325,462,229,152,115,325,340,195,58
2010-12-21,31,10,-45.6,409,139,323,459,221,152,112,322,338,195,58
2010-12-22,31,10,-40.7,409,139,321,458,216,152,111,321,335,195,58
2010-12-23,31,10,-32.5,409,139,320,457,213,152,109,319,331,195,57
2010-12-24,31,10,-34.6,409,139,319,455,210,152,107,319,328,196,57
2010-12-25,31,10,-25.5,409,139,318,454,207,152,105,319,325,196,58
2010-12-26,31,10,-33.8,408,139,315,452,203,152,103,317,322,196,56
2010-12-27,31,10,-40.9,408,139,314,450,199,152,101,317,319,196,57
2010-12-28,31,10,-42.1,408,139,314,446,195,152,99,317,316,196,56
2010-12-29,31,10,-40.5,408,139,314,444,192,152,97,317,312,196,56
2010-12-30,31,10,-43.1,408,139,313,442,188,152,95,317,310,197,56
2010-12-31,31,10,-35.0,408,139,312,439,183,152,93,317,307,197,56
2012-01-01,43,10,-11.8,352,130,283,314,137,93,163,289,327,190,20
2012-01-02,43,10,-11.2,352,130,282,314,137,93,161,289,326,190,20
2012-01-03,45,10,-15.6,352,130,281,315,137,93,159,287,326,189,19
2012-01-04,45,10,-33.1,352,130,281,315,137,93,157,285,325,189,21
2012-01-05,45,10,-37.4,351,130,280,316,138,93,156,284,323,189,21
2012-01-06,45,10,-35.7,351,130,280,316,138,93,154,279,322,189,21
2012-01-07,45,10,-28.0,351,130,280,316,140,93,153,278,322,189,21
2012-01-08,45,10,-26.1,351,130,280,316,140,93,152,275,320,189,23
